time,IP,seq
1463050834,2001:470:83ae:2:212:6d02:0:4044,15
1463050837,2001:470:83ae:2:212:6d02:0:4043,15
1463050857,2001:470:83ae:2:212:6d02:0:4045,16
1463050859,2001:470:83ae:2:212:6d02:0:4040,16
1463050860,2001:470:83ae:2:212:6d02:0:4042,16
1463050861,2001:470:83ae:2:212:6d02:0:4041,16
1463050863,2001:470:83ae:2:212:6d02:0:4034,16
1463050864,2001:470:83ae:2:212:6d02:0:4044,16
1463050866,2001:470:83ae:2:212:6d02:0:4043,16
1463050887,2001:470:83ae:2:212:6d02:0:4045,17
1463050889,2001:470:83ae:2:212:6d02:0:4040,17
1463050890,2001:470:83ae:2:212:6d02:0:4042,17
1463050891,2001:470:83ae:2:212:6d02:0:4041,17
1463050893,2001:470:83ae:2:212:6d02:0:4034,17
1463050894,2001:470:83ae:2:212:6d02:0:4044,17
1463050896,2001:470:83ae:2:212:6d02:0:4043,17
1463050916,2001:470:83ae:2:212:6d02:0:4045,18
1463050919,2001:470:83ae:2:212:6d02:0:4040,18
1463050920,2001:470:83ae:2:212:6d02:0:4042,18
1463050921,2001:470:83ae:2:212:6d02:0:4041,18
1463050923,2001:470:83ae:2:212:6d02:0:4034,18
1463050924,2001:470:83ae:2:212:6d02:0:4044,18
1463050926,2001:470:83ae:2:212:6d02:0:4043,18
1463050946,2001:470:83ae:2:212:6d02:0:4045,19
1463050949,2001:470:83ae:2:212:6d02:0:4040,19
1463050949,2001:470:83ae:2:212:6d02:0:4042,19
1463050951,2001:470:83ae:2:212:6d02:0:4041,19
1463050953,2001:470:83ae:2:212:6d02:0:4034,19
1463050954,2001:470:83ae:2:212:6d02:0:4044,19
1463050956,2001:470:83ae:2:212:6d02:0:4043,19
1463050975,2001:470:83ae:2:212:6d02:0:4045,20
1463050978,2001:470:83ae:2:212:6d02:0:4040,20
1463050979,2001:470:83ae:2:212:6d02:0:4042,20
1463050981,2001:470:83ae:2:212:6d02:0:4041,20
1463050983,2001:470:83ae:2:212:6d02:0:4034,20
1463050984,2001:470:83ae:2:212:6d02:0:4044,20
1463050985,2001:470:83ae:2:212:6d02:0:4043,20
1463051005,2001:470:83ae:2:212:6d02:0:4045,21
1463051008,2001:470:83ae:2:212:6d02:0:4040,21
1463051009,2001:470:83ae:2:212:6d02:0:4042,21
1463051010,2001:470:83ae:2:212:6d02:0:4041,21
1463051010,2001:470:83ae:2:212:6d02:0:4013,21
1463051013,2001:470:83ae:2:212:6d02:0:4034,21
1463051015,2001:470:83ae:2:212:6d02:0:4043,21
1463051035,2001:470:83ae:2:212:6d02:0:4045,22
1463051038,2001:470:83ae:2:212:6d02:0:4040,22
1463051039,2001:470:83ae:2:212:6d02:0:4042,22
1463051040,2001:470:83ae:2:212:6d02:0:4041,22
1463051040,2001:470:83ae:2:212:6d02:0:4013,22
1463051043,2001:470:83ae:2:212:6d02:0:4034,22
1463051045,2001:470:83ae:2:212:6d02:0:4043,22
1463051064,2001:470:83ae:2:212:6d02:0:4045,23
1463051068,2001:470:83ae:2:212:6d02:0:4040,23
1463051068,2001:470:83ae:2:212:6d02:0:4042,23
1463051070,2001:470:83ae:2:212:6d02:0:4041,23
1463051070,2001:470:83ae:2:212:6d02:0:4013,23
1463051073,2001:470:83ae:2:212:6d02:0:4034,23
1463051075,2001:470:83ae:2:212:6d02:0:4044,23
1463051075,2001:470:83ae:2:212:6d02:0:4043,23
1463051094,2001:470:83ae:2:212:6d02:0:4045,24
1463051097,2001:470:83ae:2:212:6d02:0:4040,24
1463051098,2001:470:83ae:2:212:6d02:0:4042,24
1463051100,2001:470:83ae:2:212:6d02:0:4041,24
1463051100,2001:470:83ae:2:212:6d02:0:4013,24
1463051103,2001:470:83ae:2:212:6d02:0:4034,24
1463051104,2001:470:83ae:2:212:6d02:0:4043,24
1463051105,2001:470:83ae:2:212:6d02:0:4044,24
1463051123,2001:470:83ae:2:212:6d02:0:4045,25
1463051127,2001:470:83ae:2:212:6d02:0:4040,25
1463051128,2001:470:83ae:2:212:6d02:0:4042,25
1463051129,2001:470:83ae:2:212:6d02:0:4041,25
1463051130,2001:470:83ae:2:212:6d02:0:4013,25
1463051133,2001:470:83ae:2:212:6d02:0:4034,25
1463051134,2001:470:83ae:2:212:6d02:0:4043,25
1463051135,2001:470:83ae:2:212:6d02:0:4044,25
1463051153,2001:470:83ae:2:212:6d02:0:4045,26
1463051157,2001:470:83ae:2:212:6d02:0:4040,26
1463051158,2001:470:83ae:2:212:6d02:0:4042,26
1463051159,2001:470:83ae:2:212:6d02:0:4041,26
1463051160,2001:470:83ae:2:212:6d02:0:4013,26
1463051163,2001:470:83ae:2:212:6d02:0:4034,26
1463051164,2001:470:83ae:2:212:6d02:0:4043,26
1463051165,2001:470:83ae:2:212:6d02:0:4044,26
1463051183,2001:470:83ae:2:212:6d02:0:4045,27
1463051187,2001:470:83ae:2:212:6d02:0:4040,27
1463051188,2001:470:83ae:2:212:6d02:0:4042,27
1463051189,2001:470:83ae:2:212:6d02:0:4041,27
1463051189,2001:470:83ae:2:212:6d02:0:4013,27
1463051193,2001:470:83ae:2:212:6d02:0:4034,27
1463051194,2001:470:83ae:2:212:6d02:0:4043,27
1463051195,2001:470:83ae:2:212:6d02:0:4044,27
1463051212,2001:470:83ae:2:212:6d02:0:4045,28
1463051216,2001:470:83ae:2:212:6d02:0:4040,28
1463051217,2001:470:83ae:2:212:6d02:0:4042,28
1463051219,2001:470:83ae:2:212:6d02:0:4041,28
1463051219,2001:470:83ae:2:212:6d02:0:4013,28
1463051222,2001:470:83ae:2:212:6d02:0:4034,28
1463051223,2001:470:83ae:2:212:6d02:0:4043,28
1463051225,2001:470:83ae:2:212:6d02:0:4044,28
1463051242,2001:470:83ae:2:212:6d02:0:4045,29
1463051246,2001:470:83ae:2:212:6d02:0:4040,29
1463051247,2001:470:83ae:2:212:6d02:0:4042,29
1463051248,2001:470:83ae:2:212:6d02:0:4041,29
1463051249,2001:470:83ae:2:212:6d02:0:4013,29
1463051252,2001:470:83ae:2:212:6d02:0:4034,29
1463051253,2001:470:83ae:2:212:6d02:0:4043,29
1463051255,2001:470:83ae:2:212:6d02:0:4044,29
1463051271,2001:470:83ae:2:212:6d02:0:4045,30
1463051276,2001:470:83ae:2:212:6d02:0:4040,30
1463051277,2001:470:83ae:2:212:6d02:0:4042,30
1463051278,2001:470:83ae:2:212:6d02:0:4041,30
1463051278,2001:470:83ae:2:212:6d02:0:400f,30
1463051282,2001:470:83ae:2:212:6d02:0:4034,30
1463051283,2001:470:83ae:2:212:6d02:0:4043,30
1463051285,2001:470:83ae:2:212:6d02:0:4044,30
1463051301,2001:470:83ae:2:212:6d02:0:4045,31
1463051305,2001:470:83ae:2:212:6d02:0:4040,31
1463051307,2001:470:83ae:2:212:6d02:0:4042,31
1463051308,2001:470:83ae:2:212:6d02:0:4041,31
1463051308,2001:470:83ae:2:212:6d02:0:400f,31
1463051312,2001:470:83ae:2:212:6d02:0:4034,31
1463051313,2001:470:83ae:2:212:6d02:0:4043,31
1463051315,2001:470:83ae:2:212:6d02:0:4044,31
1463051331,2001:470:83ae:2:212:6d02:0:4045,32
1463051335,2001:470:83ae:2:212:6d02:0:4040,32
1463051337,2001:470:83ae:2:212:6d02:0:4042,32
1463051338,2001:470:83ae:2:212:6d02:0:4041,32
1463051338,2001:470:83ae:2:212:6d02:0:4035,32
1463051342,2001:470:83ae:2:212:6d02:0:4034,32
1463051342,2001:470:83ae:2:212:6d02:0:4043,32
1463051345,2001:470:83ae:2:212:6d02:0:4044,32
1463051360,2001:470:83ae:2:212:6d02:0:4045,33
1463051365,2001:470:83ae:2:212:6d02:0:4040,33
1463051366,2001:470:83ae:2:212:6d02:0:4042,33
1463051367,2001:470:83ae:2:212:6d02:0:4041,33
1463051368,2001:470:83ae:2:212:6d02:0:4035,33
1463051372,2001:470:83ae:2:212:6d02:0:4043,33
1463051372,2001:470:83ae:2:212:6d02:0:4034,33
1463051375,2001:470:83ae:2:212:6d02:0:4044,33
1463051390,2001:470:83ae:2:212:6d02:0:4045,34
1463051395,2001:470:83ae:2:212:6d02:0:4040,34
1463051396,2001:470:83ae:2:212:6d02:0:4042,34
1463051397,2001:470:83ae:2:212:6d02:0:4041,34
1463051397,2001:470:83ae:2:212:6d02:0:4035,34
1463051402,2001:470:83ae:2:212:6d02:0:4043,34
1463051402,2001:470:83ae:2:212:6d02:0:4034,34
1463051405,2001:470:83ae:2:212:6d02:0:4044,34
1463051419,2001:470:83ae:2:212:6d02:0:4045,35
1463051424,2001:470:83ae:2:212:6d02:0:4040,35
1463051426,2001:470:83ae:2:212:6d02:0:4042,35
1463051427,2001:470:83ae:2:212:6d02:0:4041,35
1463051427,2001:470:83ae:2:212:6d02:0:4035,35
1463051432,2001:470:83ae:2:212:6d02:0:4043,35
1463051432,2001:470:83ae:2:212:6d02:0:4034,35
1463051435,2001:470:83ae:2:212:6d02:0:4044,35
1463051449,2001:470:83ae:2:212:6d02:0:4045,36
1463051454,2001:470:83ae:2:212:6d02:0:4040,36
1463051456,2001:470:83ae:2:212:6d02:0:4042,36
1463051457,2001:470:83ae:2:212:6d02:0:4041,36
1463051457,2001:470:83ae:2:212:6d02:0:4035,36
1463051461,2001:470:83ae:2:212:6d02:0:4043,36
1463051462,2001:470:83ae:2:212:6d02:0:4034,36
1463051465,2001:470:83ae:2:212:6d02:0:4044,36
1463051479,2001:470:83ae:2:212:6d02:0:4045,37
1463051484,2001:470:83ae:2:212:6d02:0:4040,37
1463051485,2001:470:83ae:2:212:6d02:0:4042,37
1463051486,2001:470:83ae:2:212:6d02:0:4041,37
1463051487,2001:470:83ae:2:212:6d02:0:4035,37
1463051491,2001:470:83ae:2:212:6d02:0:4043,37
1463051492,2001:470:83ae:2:212:6d02:0:4034,37
1463051495,2001:470:83ae:2:212:6d02:0:4044,37
1463051508,2001:470:83ae:2:212:6d02:0:4045,38
1463051514,2001:470:83ae:2:212:6d02:0:4040,38
1463051515,2001:470:83ae:2:212:6d02:0:4042,38
1463051516,2001:470:83ae:2:212:6d02:0:4041,38
1463051517,2001:470:83ae:2:212:6d02:0:4035,38
1463051521,2001:470:83ae:2:212:6d02:0:4043,38
1463051522,2001:470:83ae:2:212:6d02:0:4034,38
1463051525,2001:470:83ae:2:212:6d02:0:4044,38
1463051538,2001:470:83ae:2:212:6d02:0:4045,39
1463051543,2001:470:83ae:2:212:6d02:0:4040,39
1463051545,2001:470:83ae:2:212:6d02:0:4042,39
1463051546,2001:470:83ae:2:212:6d02:0:4041,39
1463051547,2001:470:83ae:2:212:6d02:0:4035,39
1463051551,2001:470:83ae:2:212:6d02:0:4043,39
1463051552,2001:470:83ae:2:212:6d02:0:4034,39
1463051555,2001:470:83ae:2:212:6d02:0:4044,39
1463051567,2001:470:83ae:2:212:6d02:0:4045,40
1463051573,2001:470:83ae:2:212:6d02:0:4040,40
1463051575,2001:470:83ae:2:212:6d02:0:4042,40
1463051576,2001:470:83ae:2:212:6d02:0:4041,40
1463051576,2001:470:83ae:2:212:6d02:0:4035,40
1463051580,2001:470:83ae:2:212:6d02:0:4043,40
1463051582,2001:470:83ae:2:212:6d02:0:4034,40
1463051585,2001:470:83ae:2:212:6d02:0:4044,40
1463051597,2001:470:83ae:2:212:6d02:0:4045,41
1463051603,2001:470:83ae:2:212:6d02:0:4040,41
1463051605,2001:470:83ae:2:212:6d02:0:4042,41
1463051605,2001:470:83ae:2:212:6d02:0:4041,41
1463051606,2001:470:83ae:2:212:6d02:0:4035,41
1463051610,2001:470:83ae:2:212:6d02:0:4043,41
1463051612,2001:470:83ae:2:212:6d02:0:4034,41
1463051615,2001:470:83ae:2:212:6d02:0:4044,41
1463051627,2001:470:83ae:2:212:6d02:0:4045,42
1463051632,2001:470:83ae:2:212:6d02:0:4040,42
1463051634,2001:470:83ae:2:212:6d02:0:4042,42
1463051635,2001:470:83ae:2:212:6d02:0:4041,42
1463051636,2001:470:83ae:2:212:6d02:0:4035,42
1463051640,2001:470:83ae:2:212:6d02:0:4043,42
1463051642,2001:470:83ae:2:212:6d02:0:4034,42
1463051645,2001:470:83ae:2:212:6d02:0:4044,42
1463051656,2001:470:83ae:2:212:6d02:0:4045,43
1463051662,2001:470:83ae:2:212:6d02:0:4040,43
1463051664,2001:470:83ae:2:212:6d02:0:4042,43
1463051665,2001:470:83ae:2:212:6d02:0:4041,43
1463051666,2001:470:83ae:2:212:6d02:0:4035,43
1463051670,2001:470:83ae:2:212:6d02:0:4043,43
1463051672,2001:470:83ae:2:212:6d02:0:4034,43
1463051675,2001:470:83ae:2:212:6d02:0:4044,43
1463051686,2001:470:83ae:2:212:6d02:0:4045,44
1463051692,2001:470:83ae:2:212:6d02:0:4040,44
1463051694,2001:470:83ae:2:212:6d02:0:4042,44
1463051695,2001:470:83ae:2:212:6d02:0:4041,44
1463051696,2001:470:83ae:2:212:6d02:0:4035,44
1463051699,2001:470:83ae:2:212:6d02:0:4043,44
1463051702,2001:470:83ae:2:212:6d02:0:4034,44
1463051705,2001:470:83ae:2:212:6d02:0:4044,44
1463051715,2001:470:83ae:2:212:6d02:0:4045,45
1463051721,2001:470:83ae:2:212:6d02:0:4040,45
1463051724,2001:470:83ae:2:212:6d02:0:4042,45
1463051725,2001:470:83ae:2:212:6d02:0:4041,45
1463051726,2001:470:83ae:2:212:6d02:0:4035,45
1463051729,2001:470:83ae:2:212:6d02:0:4043,45
1463051732,2001:470:83ae:2:212:6d02:0:4034,45
1463051735,2001:470:83ae:2:212:6d02:0:4044,45
1463051745,2001:470:83ae:2:212:6d02:0:4045,46
1463051751,2001:470:83ae:2:212:6d02:0:4040,46
1463051754,2001:470:83ae:2:212:6d02:0:4042,46
1463051754,2001:470:83ae:2:212:6d02:0:4041,46
1463051755,2001:470:83ae:2:212:6d02:0:4035,46
1463051759,2001:470:83ae:2:212:6d02:0:4043,46
1463051762,2001:470:83ae:2:212:6d02:0:4034,46
1463051765,2001:470:83ae:2:212:6d02:0:4044,46
1463051775,2001:470:83ae:2:212:6d02:0:4045,47
1463051781,2001:470:83ae:2:212:6d02:0:4040,47
1463051783,2001:470:83ae:2:212:6d02:0:4042,47
1463051784,2001:470:83ae:2:212:6d02:0:4041,47
1463051785,2001:470:83ae:2:212:6d02:0:4035,47
1463051789,2001:470:83ae:2:212:6d02:0:4043,47
1463051792,2001:470:83ae:2:212:6d02:0:4034,47
1463051795,2001:470:83ae:2:212:6d02:0:4044,47
1463051804,2001:470:83ae:2:212:6d02:0:4045,48
1463051811,2001:470:83ae:2:212:6d02:0:4040,48
1463051813,2001:470:83ae:2:212:6d02:0:4042,48
1463051814,2001:470:83ae:2:212:6d02:0:4041,48
1463051815,2001:470:83ae:2:212:6d02:0:4035,48
1463051818,2001:470:83ae:2:212:6d02:0:4043,48
1463051822,2001:470:83ae:2:212:6d02:0:4034,48
1463051825,2001:470:83ae:2:212:6d02:0:4044,48
1463051834,2001:470:83ae:2:212:6d02:0:4045,49
1463051840,2001:470:83ae:2:212:6d02:0:4040,49
1463051843,2001:470:83ae:2:212:6d02:0:4042,49
1463051844,2001:470:83ae:2:212:6d02:0:4041,49
1463051845,2001:470:83ae:2:212:6d02:0:4035,49
1463051848,2001:470:83ae:2:212:6d02:0:4043,49
1463051852,2001:470:83ae:2:212:6d02:0:4034,49
1463051856,2001:470:83ae:2:212:6d02:0:4044,49
1463051863,2001:470:83ae:2:212:6d02:0:4045,50
1463051870,2001:470:83ae:2:212:6d02:0:4040,50
1463051873,2001:470:83ae:2:212:6d02:0:4042,50
1463051873,2001:470:83ae:2:212:6d02:0:4041,50
1463051875,2001:470:83ae:2:212:6d02:0:4035,50
1463051878,2001:470:83ae:2:212:6d02:0:4043,50
1463051882,2001:470:83ae:2:212:6d02:0:4034,50
1463051886,2001:470:83ae:2:212:6d02:0:4044,50
1463051893,2001:470:83ae:2:212:6d02:0:4045,51
1463051900,2001:470:83ae:2:212:6d02:0:4040,51
1463051902,2001:470:83ae:2:212:6d02:0:4042,51
1463051903,2001:470:83ae:2:212:6d02:0:4041,51
1463051904,2001:470:83ae:2:212:6d02:0:4035,51
1463051908,2001:470:83ae:2:212:6d02:0:4043,51
1463051912,2001:470:83ae:2:212:6d02:0:4034,51
1463051916,2001:470:83ae:2:212:6d02:0:4044,51
1463051923,2001:470:83ae:2:212:6d02:0:4045,52
1463051929,2001:470:83ae:2:212:6d02:0:4040,52
1463051932,2001:470:83ae:2:212:6d02:0:4042,52
1463051933,2001:470:83ae:2:212:6d02:0:4041,52
1463051934,2001:470:83ae:2:212:6d02:0:4035,52
1463051937,2001:470:83ae:2:212:6d02:0:4043,52
1463051942,2001:470:83ae:2:212:6d02:0:4034,52
1463051946,2001:470:83ae:2:212:6d02:0:4044,52
1463051952,2001:470:83ae:2:212:6d02:0:4045,53
1463051963,2001:470:83ae:2:212:6d02:0:4041,53
1463051964,2001:470:83ae:2:212:6d02:0:4035,53
1463051967,2001:470:83ae:2:212:6d02:0:4043,53
1463051972,2001:470:83ae:2:212:6d02:0:4034,53
1463051982,2001:470:83ae:2:212:6d02:0:4045,54
1463051992,2001:470:83ae:2:212:6d02:0:4041,54
1463051994,2001:470:83ae:2:212:6d02:0:4035,54
1463051997,2001:470:83ae:2:212:6d02:0:4043,54
1463052002,2001:470:83ae:2:212:6d02:0:4034,54
1463052011,2001:470:83ae:2:212:6d02:0:4045,55
1463052022,2001:470:83ae:2:212:6d02:0:4041,55
1463052024,2001:470:83ae:2:212:6d02:0:4035,55
1463052027,2001:470:83ae:2:212:6d02:0:4043,55
1463052032,2001:470:83ae:2:212:6d02:0:4034,55
1463052036,2001:470:83ae:2:212:6d02:0:4044,55
1463052051,2001:470:83ae:2:212:6d02:0:4042,56
1463052052,2001:470:83ae:2:212:6d02:0:4041,56
1463052054,2001:470:83ae:2:212:6d02:0:4035,56
1463052056,2001:470:83ae:2:212:6d02:0:4043,56
1463052062,2001:470:83ae:2:212:6d02:0:4034,56
1463052066,2001:470:83ae:2:212:6d02:0:4044,56
1463052071,2001:470:83ae:2:212:6d02:0:4045,57
1463052081,2001:470:83ae:2:212:6d02:0:4042,57
1463052082,2001:470:83ae:2:212:6d02:0:4041,57
1463052084,2001:470:83ae:2:212:6d02:0:4035,57
1463052086,2001:470:83ae:2:212:6d02:0:4043,57
1463052092,2001:470:83ae:2:212:6d02:0:4034,57
1463052096,2001:470:83ae:2:212:6d02:0:4044,57
1463052100,2001:470:83ae:2:212:6d02:0:4045,58
1463052111,2001:470:83ae:2:212:6d02:0:4042,58
1463052111,2001:470:83ae:2:212:6d02:0:4041,58
1463052113,2001:470:83ae:2:212:6d02:0:4035,58
1463052116,2001:470:83ae:2:212:6d02:0:4043,58
1463052122,2001:470:83ae:2:212:6d02:0:4034,58
1463052126,2001:470:83ae:2:212:6d02:0:4044,58
1463052130,2001:470:83ae:2:212:6d02:0:4045,59
1463052141,2001:470:83ae:2:212:6d02:0:4042,59
1463052141,2001:470:83ae:2:212:6d02:0:4041,59
1463052143,2001:470:83ae:2:212:6d02:0:4035,59
1463052145,2001:470:83ae:2:212:6d02:0:4043,59
1463052151,2001:470:83ae:2:212:6d02:0:4034,59
1463052156,2001:470:83ae:2:212:6d02:0:4044,59
1463052159,2001:470:83ae:2:212:6d02:0:4045,60
1463052171,2001:470:83ae:2:212:6d02:0:4042,60
1463052171,2001:470:83ae:2:212:6d02:0:4041,60
1463052173,2001:470:83ae:2:212:6d02:0:4035,60
1463052175,2001:470:83ae:2:212:6d02:0:4043,60
1463052181,2001:470:83ae:2:212:6d02:0:4034,60
1463052186,2001:470:83ae:2:212:6d02:0:4044,60
1463052189,2001:470:83ae:2:212:6d02:0:4045,61
1463052200,2001:470:83ae:2:212:6d02:0:4042,61
1463052201,2001:470:83ae:2:212:6d02:0:4041,61
1463052203,2001:470:83ae:2:212:6d02:0:4035,61
1463052211,2001:470:83ae:2:212:6d02:0:4034,61
1463052216,2001:470:83ae:2:212:6d02:0:4044,61
1463052219,2001:470:83ae:2:212:6d02:0:4045,62
1463052230,2001:470:83ae:2:212:6d02:0:4042,62
1463052230,2001:470:83ae:2:212:6d02:0:4041,62
1463052232,2001:470:83ae:2:212:6d02:0:4035,62
1463052241,2001:470:83ae:2:212:6d02:0:4034,62
1463052246,2001:470:83ae:2:212:6d02:0:4044,62
1463052248,2001:470:83ae:2:212:6d02:0:4045,63
1463052260,2001:470:83ae:2:212:6d02:0:4042,63
1463052260,2001:470:83ae:2:212:6d02:0:4041,63
1463052262,2001:470:83ae:2:212:6d02:0:4035,63
1463052264,2001:470:83ae:2:212:6d02:0:4013,63
1463052271,2001:470:83ae:2:212:6d02:0:4034,63
1463052278,2001:470:83ae:2:212:6d02:0:4045,64
1463052290,2001:470:83ae:2:212:6d02:0:4042,64
1463052290,2001:470:83ae:2:212:6d02:0:4041,64
1463052292,2001:470:83ae:2:212:6d02:0:4035,64
1463052293,2001:470:83ae:2:212:6d02:0:400f,64
1463052294,2001:470:83ae:2:212:6d02:0:4013,64
1463052306,2001:470:83ae:2:212:6d02:0:4044,64
1463052319,2001:470:83ae:2:212:6d02:0:4042,65
1463052322,2001:470:83ae:2:212:6d02:0:4035,65
1463052322,2001:470:83ae:2:212:6d02:0:400f,65
1463052331,2001:470:83ae:2:212:6d02:0:4034,65
1463052336,2001:470:83ae:2:212:6d02:0:4044,65
1463052337,2001:470:83ae:2:212:6d02:0:4045,66
